z,logSFR,source
8.476780185758514,-1.8804347826086958,smooth-sn (blue)
8.49329205366357,-1.8804347826086958,smooth-sn (blue)
8.509803921568627,-1.8804347826086958,smooth-sn (blue)
8.526315789473685,-1.8885869565217392,smooth-sn (blue)
8.54282765737874,-1.8967391304347827,smooth-sn (blue)
8.559339525283798,-1.9293478260869565,smooth-sn (blue)
8.575851393188854,-1.9619565217391304,smooth-sn (blue)
8.592363261093912,-2.0027173913043477,smooth-sn (blue)
8.608875128998967,-2.0108695652173916,smooth-sn (blue)
8.625386996904025,-2.0108695652173916,smooth-sn (blue)
8.641898864809082,-2.0108695652173916,smooth-sn (blue)
8.658410732714138,-2.0190217391304346,smooth-sn (blue)
8.674922600619194,-2.0271739130434785,smooth-sn (blue)
8.691434468524251,-2.0108695652173916,smooth-sn (blue)
8.707946336429309,-2.0108695652173916,smooth-sn (blue)
8.724458204334365,-2.0108695652173916,smooth-sn (blue)
8.740970072239422,-2.0027173913043477,smooth-sn (blue)
8.75748194014448,-2.0027173913043477,smooth-sn (blue)
8.773993808049536,-2.0108695652173916,smooth-sn (blue)
8.790505675954591,-2.0190217391304346,smooth-sn (blue)
8.807017543859649,-2.0271739130434785,smooth-sn (blue)
8.823529411764707,-2.0516304347826084,smooth-sn (blue)
8.840041279669762,-2.0679347826086953,smooth-sn (blue)
8.85655314757482,-2.092391304347826,smooth-sn (blue)
8.873065015479876,-2.092391304347826,smooth-sn (blue)
8.889576883384933,-2.1168478260869565,smooth-sn (blue)
8.906088751289989,-2.125,smooth-sn (blue)
8.922600619195046,-2.108695652173913,smooth-sn (blue)
8.939112487100104,-2.108695652173913,smooth-sn (blue)
8.95562435500516,-2.108695652173913,smooth-sn (blue)
8.972136222910217,-2.1168478260869565,smooth-sn (blue)
8.988648090815273,-2.125,smooth-sn (blue)
9.00515995872033,-2.1331521739130435,smooth-sn (blue)
9.021671826625386,-2.125,smooth-sn (blue)
9.038183694530444,-2.125,smooth-sn (blue)
9.054695562435501,-2.125,smooth-sn (blue)
9.071207430340557,-2.1331521739130435,smooth-sn (blue)
9.087719298245613,-2.141304347826087,smooth-sn (blue)
9.10423116615067,-2.157608695652174,smooth-sn (blue)
9.120743034055728,-2.1657608695652173,smooth-sn (blue)
9.137254901960784,-2.2065217391304346,smooth-sn (blue)
9.153766769865841,-2.2146739130434785,smooth-sn (blue)
9.170278637770899,-2.2146739130434785,smooth-sn (blue)
9.186790505675955,-2.2065217391304346,smooth-sn (blue)
9.20330237358101,-2.2146739130434785,smooth-sn (blue)
9.219814241486068,-2.2228260869565215,smooth-sn (blue)
9.236326109391126,-2.2309782608695654,smooth-sn (blue)
9.252837977296181,-2.2309782608695654,smooth-sn (blue)
9.269349845201239,-2.2391304347826084,smooth-sn (blue)
9.285861713106295,-2.2391304347826084,smooth-sn (blue)
9.302373581011352,-2.2554347826086953,smooth-sn (blue)
9.318885448916408,-2.279891304347826,smooth-sn (blue)
9.335397316821465,-2.279891304347826,smooth-sn (blue)
9.351909184726523,-2.2880434782608696,smooth-sn (blue)
9.368421052631579,-2.2880434782608696,smooth-sn (blue)
9.384932920536636,-2.3043478260869565,smooth-sn (blue)
9.401444788441692,-2.3125,smooth-sn (blue)
9.41795665634675,-2.3206521739130435,smooth-sn (blue)
9.434468524251805,-2.3369565217391304,smooth-sn (blue)
9.450980392156863,-2.3369565217391304,smooth-sn (blue)
9.46749226006192,-2.3369565217391304,smooth-sn (blue)
9.484004127966976,-2.345108695652174,smooth-sn (blue)
9.500515995872032,-2.3532608695652173,smooth-sn (blue)
9.51702786377709,-2.345108695652174,smooth-sn (blue)
9.533539731682147,-2.345108695652174,smooth-sn (blue)
9.550051599587203,-2.345108695652174,smooth-sn (blue)
9.56656346749226,-2.3532608695652173,smooth-sn (blue)
9.583075335397318,-2.3614130434782608,smooth-sn (blue)
9.599587203302374,-2.3614130434782608,smooth-sn (blue)
9.61609907120743,-2.3614130434782608,smooth-sn (blue)
9.632610939112487,-2.3695652173913047,smooth-sn (blue)
9.649122807017545,-2.3777173913043477,smooth-sn (blue)
9.6656346749226,-2.3858695652173916,smooth-sn (blue)
9.682146542827658,-2.3940217391304346,smooth-sn (blue)
9.698658410732714,-2.3858695652173916,smooth-sn (blue)
9.715170278637771,-2.3858695652173916,smooth-sn (blue)
9.731682146542827,-2.3858695652173916,smooth-sn (blue)
9.748194014447884,-2.3777173913043477,smooth-sn (blue)
9.764705882352942,-2.3858695652173916,smooth-sn (blue)
9.781217750257998,-2.3940217391304346,smooth-sn (blue)
9.797729618163055,-2.3940217391304346,smooth-sn (blue)
9.814241486068111,-2.3940217391304346,smooth-sn (blue)
9.830753353973169,-2.3940217391304346,smooth-sn (blue)
9.847265221878224,-2.3777173913043477,smooth-sn (blue)
9.863777089783282,-2.3614130434782608,smooth-sn (blue)
9.88028895768834,-2.3532608695652173,smooth-sn (blue)
9.896800825593395,-2.345108695652174,smooth-sn (blue)
9.913312693498451,-2.3369565217391304,smooth-sn (blue)
9.929824561403509,-2.328804347826087,smooth-sn (blue)
9.946336429308566,-2.3043478260869565,smooth-sn (blue)
10.111455108359134,-2.3858695652173916,smooth-sn (blue)
10.12796697626419,-2.4021739130434785,smooth-sn (blue)
10.144478844169246,-2.4103260869565215,smooth-sn (blue)
10.160990712074303,-2.4103260869565215,smooth-sn (blue)
10.177502579979361,-2.4266304347826084,smooth-sn (blue)
10.194014447884417,-2.4429347826086953,smooth-sn (blue)
10.210526315789473,-2.4429347826086953,smooth-sn (blue)
10.22703818369453,-2.4429347826086953,smooth-sn (blue)
10.243550051599588,-2.4510869565217392,smooth-sn (blue)
10.260061919504643,-2.4592391304347827,smooth-sn (blue)
10.276573787409701,-2.467391304347826,smooth-sn (blue)
10.293085655314758,-2.467391304347826,smooth-sn (blue)
10.309597523219814,-2.467391304347826,smooth-sn (blue)
10.32610939112487,-2.4755434782608696,smooth-sn (blue)
10.342621259029928,-2.4755434782608696,smooth-sn (blue)
10.359133126934985,-2.483695652173913,smooth-sn (blue)
10.37564499484004,-2.4918478260869565,smooth-sn (blue)
10.392156862745098,-2.4918478260869565,smooth-sn (blue)
10.408668730650156,-2.4918478260869565,smooth-sn (blue)
10.425180598555212,-2.5,smooth-sn (blue)
10.441692466460267,-2.5,smooth-sn (blue)
10.458204334365325,-2.5081521739130435,smooth-sn (blue)
10.474716202270383,-2.5081521739130435,smooth-sn (blue)
10.491228070175438,-2.4918478260869565,smooth-sn (blue)
10.507739938080494,-2.483695652173913,smooth-sn (blue)
10.524251805985553,-2.4755434782608696,smooth-sn (blue)
10.54076367389061,-2.4755434782608696,smooth-sn (blue)
10.557275541795665,-2.4755434782608696,smooth-sn (blue)
10.573787409700723,-2.4755434782608696,smooth-sn (blue)
10.59029927760578,-2.4755434782608696,smooth-sn (blue)
10.606811145510836,-2.483695652173913,smooth-sn (blue)
10.623323013415892,-2.483695652173913,smooth-sn (blue)
10.63983488132095,-2.5081521739130435,smooth-sn (blue)
10.656346749226007,-2.516304347826087,smooth-sn (blue)
10.672858617131062,-2.5244565217391304,smooth-sn (blue)
10.68937048503612,-2.5244565217391304,smooth-sn (blue)
10.705882352941178,-2.532608695652174,smooth-sn (blue)
10.722394220846233,-2.5407608695652173,smooth-sn (blue)
10.738906088751289,-2.5407608695652173,smooth-sn (blue)
10.755417956656347,-2.5407608695652173,smooth-sn (blue)
10.771929824561404,-2.5489130434782608,smooth-sn (blue)
10.78844169246646,-2.5570652173913047,smooth-sn (blue)
10.804953560371517,-2.5652173913043477,smooth-sn (blue)
10.821465428276575,-2.5652173913043477,smooth-sn (blue)
10.83797729618163,-2.5652173913043477,smooth-sn (blue)
10.854489164086687,-2.5733695652173916,smooth-sn (blue)
10.871001031991744,-2.5733695652173916,smooth-sn (blue)
10.887512899896802,-2.5652173913043477,smooth-sn (blue)
10.904024767801857,-2.5652173913043477,smooth-sn (blue)
10.920536635706913,-2.5570652173913047,smooth-sn (blue)
10.93704850361197,-2.5570652173913047,smooth-sn (blue)
10.953560371517028,-2.5489130434782608,smooth-sn (blue)
10.970072239422084,-2.5570652173913047,smooth-sn (blue)
10.986584107327142,-2.5570652173913047,smooth-sn (blue)
11.003095975232199,-2.5652173913043477,smooth-sn (blue)
11.019607843137255,-2.5733695652173916,smooth-sn (blue)
11.03611971104231,-2.5733695652173916,smooth-sn (blue)
11.052631578947368,-2.5815217391304346,smooth-sn (blue)
11.069143446852426,-2.5896739130434785,smooth-sn (blue)
11.085655314757481,-2.6059782608695654,smooth-sn (blue)
11.102167182662539,-2.6059782608695654,smooth-sn (blue)
11.118679050567597,-2.6059782608695654,smooth-sn (blue)
11.135190918472652,-2.5978260869565215,smooth-sn (blue)
11.151702786377708,-2.5978260869565215,smooth-sn (blue)
11.168214654282766,-2.5815217391304346,smooth-sn (blue)
11.184726522187823,-2.5815217391304346,smooth-sn (blue)
11.201238390092879,-2.5733695652173916,smooth-sn (blue)
11.217750257997936,-2.5733695652173916,smooth-sn (blue)
11.234262125902994,-2.5815217391304346,smooth-sn (blue)
11.25077399380805,-2.5896739130434785,smooth-sn (blue)
11.267285861713106,-2.6059782608695654,smooth-sn (blue)
11.283797729618163,-2.6141304347826084,smooth-sn (blue)
11.30030959752322,-2.6141304347826084,smooth-sn (blue)
11.316821465428276,-2.6222826086956523,smooth-sn (blue)
11.333333333333332,-2.6385869565217392,smooth-sn (blue)
11.34984520123839,-2.654891304347826,smooth-sn (blue)
11.366357069143447,-2.671195652173913,smooth-sn (blue)
11.382868937048503,-2.6793478260869565,smooth-sn (blue)
11.39938080495356,-2.6875,smooth-sn (blue)
11.415892672858618,-2.6956521739130435,smooth-sn (blue)
11.432404540763674,-2.6956521739130435,smooth-sn (blue)
11.44891640866873,-2.703804347826087,smooth-sn (blue)
11.465428276573787,-2.703804347826087,smooth-sn (blue)
11.481940144478845,-2.720108695652174,smooth-sn (blue)
11.4984520123839,-2.7282608695652173,smooth-sn (blue)
11.514963880288958,-2.7364130434782608,smooth-sn (blue)
11.531475748194016,-2.7364130434782608,smooth-sn (blue)
11.547987616099071,-2.7445652173913047,smooth-sn (blue)
11.564499484004127,-2.7445652173913047,smooth-sn (blue)
11.581011351909185,-2.7527173913043477,smooth-sn (blue)
11.597523219814242,-2.7608695652173916,smooth-sn (blue)
11.614035087719298,-2.7445652173913047,smooth-sn (blue)
11.630546955624354,-2.7282608695652173,smooth-sn (blue)
11.647058823529413,-2.7282608695652173,smooth-sn (blue)
11.663570691434469,-2.720108695652174,smooth-sn (blue)
11.680082559339525,-2.720108695652174,smooth-sn (blue)
11.696594427244582,-2.7282608695652173,smooth-sn (blue)
11.71310629514964,-2.7364130434782608,smooth-sn (blue)
11.729618163054695,-2.7364130434782608,smooth-sn (blue)
11.746130030959751,-2.7527173913043477,smooth-sn (blue)
11.762641898864809,-2.7690217391304346,smooth-sn (blue)
11.779153766769866,-2.7934782608695654,smooth-sn (blue)
11.795665634674922,-2.8097826086956523,smooth-sn (blue)
11.81217750257998,-2.8260869565217392,smooth-sn (blue)
11.828689370485037,-2.8342391304347827,smooth-sn (blue)
11.845201238390093,-2.842391304347826,smooth-sn (blue)
11.861713106295149,-2.8505434782608696,smooth-sn (blue)
11.878224974200206,-2.8668478260869565,smooth-sn (blue)
11.894736842105264,-2.8668478260869565,smooth-sn (blue)
11.91124871001032,-2.8505434782608696,smooth-sn (blue)
11.927760577915377,-2.842391304347826,smooth-sn (blue)
11.944272445820435,-2.8342391304347827,smooth-sn (blue)
11.96078431372549,-2.8260869565217392,smooth-sn (blue)
11.977296181630546,-2.8179347826086953,smooth-sn (blue)
11.993808049535604,-2.8097826086956523,smooth-sn (blue)
12.010319917440661,-2.8016304347826084,smooth-sn (blue)
12.026831785345717,-2.7934782608695654,smooth-sn (blue)
12.043343653250773,-2.7934782608695654,smooth-sn (blue)
12.059855521155832,-2.7934782608695654,smooth-sn (blue)
12.076367389060888,-2.8016304347826084,smooth-sn (blue)
12.092879256965944,-2.8097826086956523,smooth-sn (blue)
12.191950464396285,-2.8831521739130435,smooth-sn (blue)
12.208462332301341,-2.891304347826087,smooth-sn (blue)
12.224974200206399,-2.8994565217391304,smooth-sn (blue)
12.241486068111456,-2.907608695652174,smooth-sn (blue)
12.257997936016512,-2.9157608695652173,smooth-sn (blue)
12.274509803921568,-2.9157608695652173,smooth-sn (blue)
12.291021671826625,-2.9157608695652173,smooth-sn (blue)
12.307533539731683,-2.9157608695652173,smooth-sn (blue)
12.324045407636739,-2.9157608695652173,smooth-sn (blue)
12.340557275541796,-2.907608695652174,smooth-sn (blue)
12.357069143446854,-2.8831521739130435,smooth-sn (blue)
12.37358101135191,-2.858695652173913,smooth-sn (blue)
12.390092879256965,-2.8505434782608696,smooth-sn (blue)
12.406604747162023,-2.8505434782608696,smooth-sn (blue)
12.42311661506708,-2.842391304347826,smooth-sn (blue)
12.439628482972136,-2.8342391304347827,smooth-sn (blue)
12.456140350877192,-2.8342391304347827,smooth-sn (blue)
12.472652218782251,-2.842391304347826,smooth-sn (blue)
12.489164086687307,-2.842391304347826,smooth-sn (blue)
12.505675954592363,-2.842391304347826,smooth-sn (blue)
12.52218782249742,-2.842391304347826,smooth-sn (blue)
12.538699690402478,-2.8505434782608696,smooth-sn (blue)
12.555211558307533,-2.8505434782608696,smooth-sn (blue)
12.57172342621259,-2.8505434782608696,smooth-sn (blue)
12.588235294117647,-2.858695652173913,smooth-sn (blue)
12.604747162022704,-2.8505434782608696,smooth-sn (blue)
12.62125902992776,-2.8505434782608696,smooth-sn (blue)
12.637770897832818,-2.842391304347826,smooth-sn (blue)
12.654282765737875,-2.8260869565217392,smooth-sn (blue)
12.670794633642931,-2.8097826086956523,smooth-sn (blue)
12.687306501547987,-2.8016304347826084,smooth-sn (blue)
12.703818369453044,-2.8097826086956523,smooth-sn (blue)
12.720330237358102,-2.8016304347826084,smooth-sn (blue)
12.736842105263158,-2.8097826086956523,smooth-sn (blue)
12.753353973168215,-2.842391304347826,smooth-sn (blue)
12.769865841073273,-2.8831521739130435,smooth-sn (blue)
12.786377708978328,-2.8831521739130435,smooth-sn (blue)
12.802889576883384,-2.8831521739130435,smooth-sn (blue)
12.819401444788442,-2.8994565217391304,smooth-sn (blue)
12.8359133126935,-2.9157608695652173,smooth-sn (blue)
12.852425180598555,-2.9320652173913047,smooth-sn (blue)
12.86893704850361,-2.9646739130434785,smooth-sn (blue)
12.885448916408668,-2.9891304347826084,smooth-sn (blue)
12.901960784313726,-2.9891304347826084,smooth-sn (blue)
12.918472652218782,-2.9972826086956523,smooth-sn (blue)
12.93498452012384,-2.9972826086956523,smooth-sn (blue)
12.951496388028897,-2.9972826086956523,smooth-sn (blue)
12.968008255933952,-2.9972826086956523,smooth-sn (blue)
12.984520123839008,-3.005434782608696,smooth-sn (blue)
13.001031991744066,-3.0135869565217392,smooth-sn (blue)
13.017543859649123,-3.0135869565217392,smooth-sn (blue)
13.034055727554179,-3.0217391304347827,smooth-sn (blue)
13.050567595459237,-3.0217391304347827,smooth-sn (blue)
13.067079463364294,-3.029891304347826,smooth-sn (blue)
13.08359133126935,-3.0217391304347827,smooth-sn (blue)
13.100103199174406,-3.0217391304347827,smooth-sn (blue)
13.116615067079463,-3.005434782608696,smooth-sn (blue)
13.13312693498452,-3.005434782608696,smooth-sn (blue)
13.149638802889577,-2.9972826086956523,smooth-sn (blue)
13.166150670794634,-2.9972826086956523,smooth-sn (blue)
13.182662538699692,-2.9972826086956523,smooth-sn (blue)
13.199174406604747,-3.005434782608696,smooth-sn (blue)
13.215686274509803,-3.005434782608696,smooth-sn (blue)
13.23219814241486,-3.0135869565217392,smooth-sn (blue)
13.248710010319918,-3.0217391304347827,smooth-sn (blue)
13.265221878224974,-3.029891304347826,smooth-sn (blue)
13.28173374613003,-3.029891304347826,smooth-sn (blue)
13.298245614035087,-3.029891304347826,smooth-sn (blue)
13.314757481940145,-3.0217391304347827,smooth-sn (blue)
13.3312693498452,-3.0217391304347827,smooth-sn (blue)
13.347781217750258,-3.0135869565217392,smooth-sn (blue)
13.364293085655316,-3.0135869565217392,smooth-sn (blue)
13.380804953560371,-3.005434782608696,smooth-sn (blue)
13.397316821465427,-2.9972826086956523,smooth-sn (blue)
13.413828689370485,-2.9972826086956523,smooth-sn (blue)
13.430340557275542,-2.9972826086956523,smooth-sn (blue)
13.446852425180598,-2.9972826086956523,smooth-sn (blue)
13.463364293085656,-3.005434782608696,smooth-sn (blue)
13.479876160990713,-3.0217391304347827,smooth-sn (blue)
13.496388028895769,-3.0380434782608696,smooth-sn (blue)
13.512899896800825,-3.046195652173913,smooth-sn (blue)
13.529411764705882,-3.0543478260869565,smooth-sn (blue)
13.54592363261094,-3.0543478260869565,smooth-sn (blue)
13.562435500515996,-3.0706521739130435,smooth-sn (blue)
13.578947368421051,-3.0625,smooth-sn (blue)
13.59545923632611,-3.0706521739130435,smooth-sn (blue)
13.611971104231166,-3.078804347826087,smooth-sn (blue)
13.628482972136222,-3.078804347826087,smooth-sn (blue)
13.64499484004128,-3.078804347826087,smooth-sn (blue)
13.678018575851393,-3.0869565217391304,smooth-sn (blue)
13.694530443756449,-3.0869565217391304,smooth-sn (blue)
13.711042311661506,-3.078804347826087,smooth-sn (blue)
13.727554179566564,-3.0706521739130435,smooth-sn (blue)
13.74406604747162,-3.0706521739130435,smooth-sn (blue)
13.760577915376677,-3.078804347826087,smooth-sn (blue)
13.777089783281735,-3.095108695652174,smooth-sn (blue)
13.79360165118679,-3.135869565217391,smooth-sn (blue)
13.810113519091846,-3.176630434782609,smooth-sn (blue)
13.826625386996904,-3.1847826086956523,smooth-sn (blue)
13.843137254901961,-3.192934782608696,smooth-sn (blue)
13.859649122807017,-3.2010869565217392,smooth-sn (blue)
13.876160990712075,-3.217391304347826,smooth-sn (blue)
13.892672858617132,-3.233695652173913,smooth-sn (blue)
13.909184726522188,-3.2418478260869565,smooth-sn (blue)
13.925696594427244,-3.266304347826087,smooth-sn (blue)
13.942208462332301,-3.282608695652174,smooth-sn (blue)
13.958720330237359,-3.282608695652174,smooth-sn (blue)
13.975232198142415,-3.282608695652174,smooth-sn (blue)
13.99174406604747,-3.2744565217391304,smooth-sn (blue)
14.008255933952528,-3.2744565217391304,smooth-sn (blue)
14.024767801857585,-3.266304347826087,smooth-sn (blue)
14.041279669762641,-3.266304347826087,smooth-sn (blue)
14.074303405572756,-3.380434782608696,smooth-sn (blue)
14.090815273477812,-3.380434782608696,smooth-sn (blue)
14.10732714138287,-3.380434782608696,smooth-sn (blue)
14.371517027863778,-3.307065217391304,smooth-sn (blue)
14.388028895768834,-3.3152173913043477,smooth-sn (blue)
14.404540763673891,-3.3152173913043477,smooth-sn (blue)
14.421052631578947,-3.3152173913043477,smooth-sn (blue)
14.437564499484004,-3.307065217391304,smooth-sn (blue)
14.45407636738906,-3.3152173913043477,smooth-sn (blue)
14.470588235294118,-3.307065217391304,smooth-sn (blue)
14.487100103199175,-3.307065217391304,smooth-sn (blue)
14.503611971104231,-3.307065217391304,smooth-sn (blue)
14.520123839009289,-3.2989130434782608,smooth-sn (blue)
14.536635706914344,-3.2989130434782608,smooth-sn (blue)
14.553147574819402,-3.2989130434782608,smooth-sn (blue)
14.569659442724458,-3.2989130434782608,smooth-sn (blue)
14.586171310629515,-3.307065217391304,smooth-sn (blue)
14.602683178534571,-3.2989130434782608,smooth-sn (blue)
14.619195046439629,-3.2907608695652173,smooth-sn (blue)
14.635706914344686,-3.282608695652174,smooth-sn (blue)
14.652218782249742,-3.282608695652174,smooth-sn (blue)
14.6687306501548,-3.282608695652174,smooth-sn (blue)
14.685242518059855,-3.2989130434782608,smooth-sn (blue)
14.701754385964913,-3.3152173913043477,smooth-sn (blue)
14.718266253869968,-3.3315217391304346,smooth-sn (blue)
14.734778121775026,-3.347826086956522,smooth-sn (blue)
14.751289989680082,-3.364130434782609,smooth-sn (blue)
14.76780185758514,-3.380434782608696,smooth-sn (blue)
14.784313725490197,-3.3885869565217392,smooth-sn (blue)
14.800825593395253,-3.404891304347826,smooth-sn (blue)
14.81733746130031,-3.421195652173913,smooth-sn (blue)
14.833849329205366,-3.4375,smooth-sn (blue)
14.850361197110423,-3.4619565217391304,smooth-sn (blue)
